method,case_id,scan_id,agent_group,target_id,score_status,eligible_viewpoint_count,probability_sum,initial_pwgs
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,3,scored,12,1.0000000000000002,0.7425038486714404
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,3,scored,12,1.0000000000000004,0.9364247625535773
GPT-Medium,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,4,scored,12,1.0,0.44825773609980746
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,4,scored,12,0.9999999999999996,0.42494539099336714
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,4,scored,12,0.9999999999999998,0.5787181597098083
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,4,scored,12,0.9999999999999998,0.1148005237939479
GPT-Medium,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,scored,12,1.0000000000000002,0.7755858038733229
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,scored,12,1.0000000000000002,0.5506358008456501
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,scored,12,0.9999999999999998,0.698530423850392
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,scored,12,0.9999999999999999,0.5451196288577942
GPT-Medium,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,7,scored,12,1.0,0.9797252522164623
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,7,scored,12,0.9999999999999998,0.8279521564120867
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,7,scored,12,0.9999999999999998,0.8365545485914825
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,7,scored,12,1.0,0.9394554639982077
GPT-Medium,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,scored,8,1.0,0.7109226561312267
Qwen-Thinking,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,scored,8,1.0000000000000002,0.6819816343406049
Qwen-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,scored,8,1.0,0.6164980030045673
Gemma-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,scored,8,1.0,0.7127561852945699
GPT-Medium,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,3,scored,6,1.0,0.7311248027295681
Qwen-Thinking,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,3,scored,6,1.0000000000000002,0.5981201995745025
Qwen-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,3,scored,6,0.9999999999999998,0.6322124872226648
Gemma-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,3,scored,6,1.0,0.6913702734120856
GPT-Medium,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,scored,6,1.0,0.7689501666040925
Qwen-Thinking,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,scored,6,1.0000000000000002,0.6564080954015461
Qwen-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,scored,6,1.0000000000000002,0.6564080954015461
Gemma-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,scored,6,0.9999999999999999,0.6275102692496297
GPT-Medium,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,4,scored,8,1.0,0.08531464766002272
Qwen-Thinking,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,4,scored,8,0.9999999999999999,0.15468876433157142
Qwen-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,4,scored,8,1.0,0.20794652524171464
Gemma-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,4,scored,8,1.0000000000000002,0.08207667928115026
GPT-Medium,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,scored,8,1.0,0.7751812988123743
Qwen-Thinking,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,scored,8,1.0000000000000002,0.6100575594423754
Qwen-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,scored,8,1.0,0.6009688089855156
Gemma-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,scored,8,1.0,0.6064361449471574
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,1,scored,6,1.0,0.8023914632021162
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,1,scored,6,1.0000000000000002,0.5118856423689642
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,1,scored,6,0.9999999999999999,0.6415877886306882
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,1,scored,6,0.9999999999999998,0.6852625322967435
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,3,scored,6,0.9999999999999999,0.7298864665046796
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,3,scored,6,1.0000000000000002,0.4876940275814249
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,3,scored,6,0.9999999999999998,0.6267029452182811
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,3,scored,6,1.0,0.6050392177943553
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,4,scored,6,1.0,0.08910118551100177
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,4,scored,6,1.0000000000000002,0.4186486043423465
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,4,scored,6,1.0,0.26437185836304833
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,4,scored,6,0.9999999999999998,0.21096836937021435
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,scored,6,0.9999999999999999,0.7000867974952559
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,scored,6,1.0000000000000002,0.6297866941419994
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,scored,6,1.0000000000000002,0.5378713781989825
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,scored,6,0.9999999999999999,0.5042944445371251
